K1 Pt                          K2 Pt                           Phi Pt                         Delta Pt
1.7888343202e-01               1.4852847819e-01               2.4437900214e-01               8.3032908075e-02
4.4304983610e-01               4.8087539406e-01               8.8955185226e-01               3.4373377910e-02
5.5113330419e-01               5.3605890774e-01               1.0659122611e+00               2.1279950876e-02
5.3299495725e-02               7.8777903257e-02               2.8881564115e-02               1.0319583487e-01
4.8167727210e-01               3.4566130558e-01               8.0868617323e-01               1.8652404454e-02
2.0675319921e-01               9.7027593584e-02               2.4697763451e-01               5.6803158283e-02
6.0729340785e-01               5.6509275297e-01               1.1465974767e+00               2.5788684114e-02
6.0320765867e-02               1.6486031466e-01               1.0782636453e-01               1.1735471600e-01
1.8087398751e-01               2.4618967489e-01               4.1971107746e-01               7.3525849445e-03
5.9136181821e-02               4.7182244688e-02               7.9761595823e-02               2.6556830686e-02
1.7263569538e-01               3.9350658304e-01               5.5751824348e-01               8.6240349318e-03
1.0962383821e-01               7.5512992693e-02               1.1727226513e-01               6.7864565778e-02
3.2332385166e-01               1.6968411964e-01               4.6693285765e-01               2.6075113648e-02
1.2770503060e-01               1.1590820850e-01               4.6072360214e-02               1.9754087888e-01
8.0932918847e-01               8.9646712848e-01               1.6868866807e+00               1.8909636294e-02
2.4429199404e-01               1.7512811059e-01               3.9036718105e-01               2.9052923569e-02
8.1086041351e-01               8.4906451880e-01               1.6406206627e+00               1.9304269569e-02
5.1123430548e-01               5.2459069880e-01               1.0081369081e+00               2.7688096149e-02
1.1402054280e-01               1.5141859365e-01               1.4345742392e-01               1.2198171252e-01
2.3375122756e-01               4.4285896488e-01               6.5697094335e-01               1.9639249092e-02
2.0932155270e-01               1.1913753168e-01               3.0468531411e-01               2.3773770269e-02
9.5233524622e-01               8.0260357037e-01               1.7375432781e+00               1.7395538510e-02
1.8641938925e-01               1.1073790351e-01               1.6704874988e-01               1.3010854288e-01
1.8431903228e-01               1.6056110264e-01               2.3672947709e-01               1.0815065784e-01
8.8565588309e-01               7.6071329229e-01               1.6276992022e+00               1.8669973157e-02
2.2608543140e-02               2.1274240116e-01               2.0441292605e-01               3.0938018253e-02
3.4565519631e-01               4.5016728453e-01               7.8071816727e-01               1.5104313575e-02
2.9151298524e-01               3.7375469707e-01               6.3807770938e-01               2.7189972931e-02
1.3999717360e-01               7.6585862783e-02               1.8046351488e-01               3.6119521504e-02
3.6584410826e-01               4.5260282307e-01               8.0693086576e-01               1.1516065572e-02
5.0175549335e-01               7.3138740457e-01               1.2180258767e+00               1.5117021206e-02
3.4468221527e-01               1.6661239172e-01               4.8878285831e-01               2.2511748683e-02
8.5542443362e-01               6.1249736206e-01               1.4528683670e+00               1.5053428681e-02
2.0813635771e-01               5.9267942504e-02               2.2399622782e-01               4.3408072387e-02
5.2103906099e-01               7.5578860470e-01               1.2606720357e+00               1.6155629999e-02
5.1524065843e-01               6.2338274241e-01               1.1202520487e+00               1.8371352135e-02
1.4654066725e-01               3.4457997066e-01               4.8093012638e-01               1.0190511523e-02
3.6945434634e-01               4.6235084351e-01               8.1599786201e-01               1.5807327836e-02
2.2982749545e-01               3.9127957013e-01               6.1484216244e-01               6.2649031432e-03
5.3052545553e-01               3.9961339676e-01               9.1514310447e-01               1.4995747820e-02
3.4076129050e-01               3.1541929789e-01               6.4759187078e-01               8.5887176041e-03
1.4230933870e-01               1.2113059479e-01               1.5195986475e-01               1.1148006874e-01
2.0341831002e-01               8.2412239875e-02               2.1263757589e-01               7.3192974005e-02
1.1376808244e-01               1.3584538395e-01               2.4267503352e-01               6.9384328785e-03
1.9121384684e-01               2.8543892480e-01               4.1810627773e-01               5.8546493912e-02
2.6204324189e-01               3.1827178382e-01               5.2558612363e-01               5.4728902088e-02
1.2598868012e-01               1.0702144579e-01               2.5114670607e-02               2.0789545531e-01
4.5169351691e-01               4.3216078836e-01               8.7396797546e-01               9.8863298115e-03
5.7533437033e-01               5.0170911906e-01               1.0631508776e+00               1.3892611770e-02
9.4400054840e-02               2.2832785508e-01               2.9997492535e-01               2.2752984567e-02
1.0204814168e-01               1.1740283526e-01               1.9238663283e-01               2.7064344114e-02
5.8089179705e-01               7.0135419098e-01               1.2657593885e+00               1.6486599515e-02
4.8842899708e-01               5.1778612531e-01               9.8099441934e-01               2.5220703043e-02
5.9241210504e-02               6.3020490251e-02               4.1594078349e-03               1.1810229292e-01
1.3623992200e-01               7.4256398925e-02               6.2296907753e-02               1.4819941317e-01
3.9714182308e-01               1.5402490606e-01               5.3680860954e-01               1.4358119602e-02
7.2325555219e-01               8.6527991995e-01               1.5694559426e+00               1.9079529505e-02
7.6261184976e-01               6.8012183406e-01               1.4203972131e+00               2.2336470718e-02
6.2273999325e-01               8.6666410941e-01               1.4734039294e+00               1.6000173285e-02
2.9720888359e-01               3.1381958249e-01               5.9407115989e-01               1.6957306189e-02
3.5809116012e-01               2.6628041247e-01               5.8413169423e-01               4.0239878359e-02
